SiteURL,SiteCollectionAdmin
https://helpharmacol.sharepoint.com/sites/SABADOSREGIONAL-FARMACOSEGURIDAD,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/InformesfarmaciaspropiasHelpharma,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/EQUIPOENFERMERIA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol-my.sharepoint.com/,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/NOVEDADESSISTEMAS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FRONT,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/EQUIPOENFERMERIATEP,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SenCa-RionegroSabadosFarmacoseguridad,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/VIGENCIAS-AGOTADOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/MigracinERP,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/JEFESTEP,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SEDES,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/GrupoContabilidad,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/MEDICOSTEP663,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/EQUIPOASISTENCIALDEAPOYO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/RIONEGRO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/EQUIPOADMONTEP,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/BACKFACTURACIN,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/DireccionFinanciera,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/proyectooximetrias,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/t,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Backup,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/data,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ComitdeCambios,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/proyectohelp-col,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/BACKGESTORESADMINISTRATIVOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FARMACIA285,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Gestiondocumental,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Documentos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CpitademedicamentosNEPS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Domicilios-Farmacoseguridad,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/APLCALIIPS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ComiteGerencia,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/trabajoenconjuntoregionales,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/comitecoordinadoresregionales,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AplicacionesBogot,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/template,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/clipso,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ActualizardatosdeMEJORA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/MigracinnminaKactus,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CONSENTIDO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Pagos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SeguimientoCallCenter,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Research,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/consentidosaplicaciones,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/frontunificadasfp,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/practicantesdequmicafarmacutica,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/INMUNOLOGIA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FSVB2,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FRONT252,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/glosasydevoluciones,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AGENDASMEDICOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CALLCLIPSO113,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectoFarmacia218-219,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/appcatalog,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/PRUEBAAUDITORIA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AGENDASAUXILIARESDOMICILIARIOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/MEDICOSMED,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CEDI,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Competencias441,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/allcompany,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/EXPLICACIONDEVALIDACIONES,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/NOVEDADESCALLCENTER,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/VIHMEDELLIN,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CALLCLIPSO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AUtogestinNmina,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/NotificacindeDespachosSURA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Barranquilla,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/helpharmasedebogota,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/GRUPOGENERALBACK,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/TI,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/DOMIC,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/DESCARGARARCVHIVOSV1,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ENFERMEROSDOMICILIARIOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/contabilidad,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/GEU,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/COMPRAS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/sedebarranquilla,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AGENDAANALISTADECONVENIOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/unidadcompartidasintitulo,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ComiteValor,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/REMISINSFTLAAMRICA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/devoluciones,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/salapiso11,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Matrizderiesgoscorporativos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SALAPISO11360,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SEGUIMIENTOCLIENTES,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Comercial,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/sf.domiciliosmedellin,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Proyectocentraldedomiciliosunificado,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectofarmaciaBarranquillaaplicacionesexclusiva,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ServiciosFarmacuticosBienestarIPS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/proyectooximetriasimpactoclinico,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/IndicadoresDireccinFinanciera,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ContactCenter2,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Competencias,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/NiveldeComplejidadServiciosFarmacuticos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Alternancia,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectofarmaciaBodegaBogot,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/equipopharmaaltoriesgovih,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/TareasPendientesClientesyDemanda,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/DirectorFinanciero,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/notificacionestutelas,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/INMUNOSUPRESIONLAAMERICA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/helpharmabogota,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/anulaciones,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/HELPHARMA2,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProcesoabastecimientoIntercompany,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/areapoliza,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FarmaciasUnificadas-PopayanBugaCali,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/BODEGA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/TablerosdeCOntrol,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/regionalcali,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Ofima,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/procesomipres,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/FarmaciagestinBogot,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ASISTENCIALHELPHARMA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AGENDATERAPEUTASRESPIRATORIOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/estudiosdeseguridad,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/directorestecnicos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/GobiernodeTI,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/idmipres,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/POLIZA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Proyectofarmacia285Almacentro,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Acuerdosdevalor,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/MasDomicilios,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/bot,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CharlasEducativasAsma-EPOC,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Pereira,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/directoresfarmacias,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/APLICACIONES2,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/grupofarmaciacali,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CALLRESPIRATORIO102,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/sedebogota,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/sistemas,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/vihaliansalud,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectofarmaciaManizales,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Firmadigitalparasoportes,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/CALLRESPIRATORIO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/BACKOXIGENODUDASQUEJASYINQUIETUDES,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/capacitacioncontinua,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/frompiso14,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/DESCARGAS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/backinicio,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AMBIENTEFISICO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Ensayofinanciero,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/programadeatencionintegralpostcovid,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/test,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SARLAFT2022,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ARCHIVOSDESCARGADOS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/AUXILIARESENCUESTAS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Consentidos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/netflix,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ordenes_sura,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/extractos,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SaludVALOR,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Ensayo,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Tareas,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/search,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/presentaciones,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/dispensacionconsentidofsvb,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/PIKIN-CONSENTIDO,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectofarmaciaArmenia,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SEDECALI,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/APLBARRANQUILLA,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/BienestarIPS,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Efectividaddesuministro,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/SalaaplicacionesManizales,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/OficinasPereirayArmenia,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Informedecartera,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/UnidaddenegocioparaprofesionalesSSTdelasARL,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/grupoips,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/facturacionmedellin,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/ProyectofarmaciaPereira,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/Backup2,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/comitedomiciliospolizacali,coem.sharepoint@helpharmacol.onmicrosoft.com
https://helpharmacol.sharepoint.com/sites/contactcenter,coem.sharepoint@helpharmacol.onmicrosoft.com
